CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
147,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,61.35,0,0-12,1,-2.061682603681872,-0.4030353264094184
148,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,0-12,1,-1.691924350631964,0.3329764695560465
149,Male,0,0,1,30,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),64.5,1929.95,0,25-48,3,-0.1644676477097713,0.0615502875824825
150,Male,0,1,1,15,1,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.5,1071.4,0,13-24,3,-0.6823237970547514,0.5873164916298669
151,Female,0,1,1,8,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,0,0-12,3,-1.0082197668558703,0.7490589399383578
152,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,1,0-12,3,-0.5775397000192543,1.4679991916111843
153,Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),108.15,7930.55,0,49-72,0,3.2254637551231613,0.0604766876925695
154,Male,0,1,1,62,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,86.1,5215.25,0,49-72,0,1.8878187583031136,-0.2493521923461129
155,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,0,0-12,1,-1.9754342768006523,-0.4759971018051507
156,Female,0,1,1,14,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,13-24,3,-0.497492003745086,0.9101189885483224
157,Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,13-24,3,-0.0637859438415735,0.7798614869193436
158,Male,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,0,13-24,1,-1.5084942901319691,-0.8680824484601868
159,Male,0,1,1,16,1,No,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024.0,0,13-24,3,-0.75788507329822,0.425582825692208
160,Male,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6,0,0-12,1,-1.7455975239540498,-0.4206038962565841
161,Female,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,56.0,764.55,0,13-24,1,-1.0365464169879492,0.2894634303174079
162,Female,0,1,0,20,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,82.4,1592.35,1,13-24,3,-0.2056332151796042,0.7894106797299715
163,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2,0,0-12,3,-1.2542417182836387,0.939285317134754
164,Male,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,0,49-72,0,1.1140072970877086,-0.3142715574360921
165,Female,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,0,0-12,1,-1.8100220587635056,-0.579186286939854
166,Male,0,1,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,1363.45,0,49-72,2,-0.14947222189026,-2.062405660148637
167,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,0-12,3,-1.148211472221489,0.9177210970110176
168,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.05,6254.45,0,49-72,0,2.4714867252050787,-0.4469346764701968
169,Male,1,1,0,58,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.3,2651.2,1,49-72,2,0.3842720817932477,-1.1560293107141248
170,Female,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4,0,13-24,1,-1.6720236349830675,-0.710462541497187
171,Male,0,1,0,43,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25,0,25-48,0,0.9270590482845972,0.2169216249116081
172,Female,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.4,242.8,1,0-12,3,-0.662425234543394,1.8503479508548992
173,Male,0,1,0,14,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.95,1181.75,0,13-24,3,-0.472044534105142,0.9369954521427007
174,Female,0,1,0,53,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),94.85,5000.2,1,49-72,0,1.7579939330479304,0.2094776314603563
175,Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.55,654.55,0,25-48,1,-1.2020779335724625,-1.111169694299428
176,Female,0,1,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,24.7,780.2,0,25-48,2,-1.0519841492124689,-1.0547071086580004
177,Female,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1145.7,1,13-24,3,-0.5806023592748826,0.715693737616541
178,Female,1,0,0,7,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,0-12,3,-0.921608059471892,0.9835021746131506
179,Female,0,1,1,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,13-24,3,0.0396374771695909,1.5184320834072105
180,Male,0,1,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,1252.0,0,49-72,2,-0.3565642452213949,-1.844440418801164
181,Female,0,0,0,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,0-12,1,-1.9500130151403776,-0.0801213804198514
182,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.3,45.3,0,0-12,1,-1.697677919585973,0.3237672818177302
183,Male,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,0-12,3,-0.721857255586503,1.166517825824228
184,Male,0,1,1,33,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3,0,25-48,3,0.2239211673236769,0.2432429680651674
185,Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,79.25,1111.65,1,13-24,3,-0.559316981738404,0.8924982067546534
186,Female,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.8,24.8,1,0-12,1,-2.0346726726065136,-0.2156279999979328
187,Male,0,0,0,20,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.8,1023.85,0,13-24,1,-0.8664967946143465,-0.0012545706175414
188,Male,0,0,0,3,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.4,82.15,0,0-12,1,-1.881209580953273,-0.1191353161034848
189,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.65,244.8,0,13-24,1,-1.7759408514619313,-0.6539628203559366
190,Female,0,1,0,40,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,25-48,2,0.0708836600777947,-0.4059242959909037
191,Male,0,1,1,43,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),71.9,3173.35,0,25-48,0,0.6202972480096867,-0.0985131757288973
192,Male,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,91.0,531.0,1,0-12,3,-0.7017638048147785,1.3907259039476192
193,Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4,0,49-72,2,-0.1483875056289239,-2.06667820060721
194,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.7,8129.3,0,49-72,0,3.355029571011784,0.0464902346259112
195,Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1192.7,0,49-72,2,-0.4403673180135988,-1.8263064519506964
196,Female,0,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.55,1901.65,0,13-24,3,0.1135819186016794,1.1537792114982486
197,Male,0,1,1,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.1,587.4,0,13-24,1,-1.3493494288215802,-0.8180142894696086
198,Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.35,6519.75,0,49-72,0,2.60893970909126,0.4547777901195131
199,Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.25,8041.65,0,49-72,0,3.370480831875498,0.1160140315192956
200,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,20.75,0,0-12,1,-2.10124968478862,-0.3221914581127345
201,Female,0,1,0,27,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),101.9,2681.15,0,25-48,3,0.5904630130020136,1.1005931992473994
202,Female,0,0,0,14,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,13-24,3,-0.5230995498991939,0.8888212412641737
203,Male,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,105.55,7405.5,0,49-72,0,3.0525296538753968,-0.0186000507337398
204,Male,0,0,1,13,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,13-24,3,-0.5974547452046399,0.869568037021268
205,Male,0,0,0,44,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,25-48,2,0.5312525074230413,-0.1978054629765406
206,Female,0,0,0,33,1,No,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),79.95,2684.85,0,25-48,3,0.3758211773616836,0.3739715873569553
207,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),55.45,4179.2,0,49-72,2,1.3200579326620248,-1.276053167436841
208,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.9,79.9,1,0-12,3,-1.128896531561061,1.234161269662703
209,Female,0,0,0,19,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.6,1934.45,1,13-24,3,0.2623566956192251,1.4423325792627353
210,Male,0,1,0,64,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),102.45,6654.1,0,49-72,0,2.6202210149098937,0.0930919713948048
211,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),46.0,84.5,1,0-12,1,-1.6517632039683117,0.3164186180264659
212,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,25.25,0,0-12,1,-2.0272752268085017,-0.2037876157629548
213,Male,0,0,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,1124.2,0,49-72,2,-0.406981169392605,-1.8620710068385296
214,Female,0,1,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.0,540.05,0,25-48,1,-1.3138871691890777,-1.0483818849840758
215,Male,1,1,0,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.8,1975.85,0,13-24,3,0.0472688685570807,0.8207857970273469
216,Female,0,1,0,57,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,49-72,2,0.8090276113483222,-0.7982074581351278
217,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),45.25,3139.8,0,49-72,2,0.8503819120995088,-1.5167279796486486
218,Male,0,1,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),56.6,3789.2,0,49-72,2,1.085523858035526,-1.0868807526112447
219,Male,0,1,1,65,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.2,5324.5,0,49-72,0,1.958531400640297,-0.3765289366562878
220,Female,0,0,0,8,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,0-12,3,-0.8056763691651555,1.0490171874984668
221,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,268.35,1,0-12,3,-1.161684934746271,0.8980921157061339
222,Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,1836.9,0,49-72,2,0.1139790717116141,-1.9968690244176688
223,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.2,20.2,0,0-12,1,-2.110291007430635,-0.3366630388443741
224,Male,0,1,0,4,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,179.35,1,0-12,1,-1.512321669831605,0.3710764859651919
225,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.35,219.35,0,0-12,1,-1.811362737729203,-0.6364487677082978
226,Male,0,0,0,24,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,1,Mailed check,50.6,1288.75,0,13-24,1,-0.7156992386133244,-0.1389149446980265
227,Female,0,1,1,31,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,81.15,2545.75,0,25-48,3,0.3081582758323608,0.4587841315939833
228,Female,0,1,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.2,55.2,1,0-12,1,-1.5349341120297122,0.5842557349872457
229,Male,0,0,0,30,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,25-48,3,0.478374434856295,0.709204151545553
230,Female,0,1,1,47,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.3,4107.25,0,25-48,0,1.203122958069088,0.130363949036533
231,Male,0,0,0,54,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.0,5760.65,0,49-72,0,2.2165561708330634,0.5106312321823351
232,Male,0,0,0,50,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,49-72,0,1.5927160767407385,0.2549148325252215
233,Male,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,84.6,84.6,1,0-12,3,-1.0516343198929372,1.357827505005806
234,Female,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1566.9,0,49-72,2,-0.01479124527881,-2.132855881495801
235,Female,0,0,0,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.15,702.0,0,25-48,1,-1.1832173180463368,-0.9170964991158644
236,Male,0,0,0,2,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,54.4,114.1,1,0-12,1,-1.5074567830903045,0.5368683957189548
237,Female,0,0,0,10,0,No phone service,DSL,No,No,No,Yes,No,No,Two year,1,Mailed check,29.6,299.05,0,0-12,1,-1.668707347863099,-0.3191596482443313
238,Male,0,1,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.15,1305.95,0,13-24,3,-0.4852374650490609,0.6029473471653071
239,Female,1,0,0,11,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.0,1120.3,1,0-12,3,-0.3487106124288395,1.3565639462932475
240,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,284.35,0,13-24,1,-1.6933897722868678,-0.7265853894714115
241,Female,0,0,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.6,6350.5,0,49-72,0,2.4601148297537083,-0.5140507222737559
242,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),109.2,7878.3,0,49-72,0,3.2733053812051023,0.04007799604772
243,Female,0,1,1,41,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),74.7,3187.65,0,25-48,3,0.623479407872854,0.0243118844116176
244,Female,1,1,0,65,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,94.4,6126.15,0,49-72,0,2.358443878175945,-0.129453624989623
245,Female,1,0,0,13,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,54.8,731.3,0,13-24,1,-1.0656774461780676,0.2587518946814547
246,Male,1,0,0,4,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.35,273.4,0,0-12,3,-1.076247353711779,1.0349183717025483
247,Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8,0,25-48,2,0.2744220361210626,-0.21351908544804
248,Male,1,0,0,15,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.4,1074.3,1,13-24,3,-0.602360696413885,0.7162989622330012
249,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,1,0-12,1,-1.6442519221558876,0.4092811679592377
250,Male,0,0,0,42,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,99.0,4298.45,0,25-48,0,1.3648661694728552,0.6097122460777873
251,Female,0,1,0,51,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.5,4619.55,0,49-72,0,1.5782818385226334,0.2336288159040586
252,Female,0,1,1,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,147.15,1,0-12,3,-1.2394334663522668,0.9574008298611568
253,Male,1,1,0,1,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,40.2,40.2,1,0-12,1,-1.7815156386301076,0.18957626048798
254,Male,0,0,1,32,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),83.7,2633.3,0,25-48,3,0.3981293176939318,0.4988607702900117
255,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,193.05,0,0-12,1,-1.8572282045753792,-0.5731101475835544
256,Female,0,1,1,67,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,59.55,4103.9,0,49-72,0,1.2486061943660296,-1.0423836949165353
257,Female,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.1,7008.15,0,49-72,0,2.859017946749089,0.4909391801968744
258,Male,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),114.35,5791.1,0,49-72,0,2.2355723424828127,0.7759857129416393
259,Female,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.6,80.55,1,0-12,1,-1.6755257322963084,0.2796505159632532
260,Female,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.0,1228.65,0,25-48,1,-0.7081962456642147,-0.4084476249121901
261,Male,1,0,0,3,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,41.15,132.2,1,0-12,1,-1.692960928568075,0.1626603067468527
262,Male,1,0,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.9,1364.3,1,13-24,3,-0.0387627539046078,1.6139667830770366
263,Male,1,1,0,57,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.85,4925.35,0,49-72,0,1.7477455684305805,-0.0191240547430795
264,Female,0,0,0,31,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),49.85,1520.1,0,25-48,2,-0.498149641151257,-0.3380113429108364
265,Female,0,1,0,45,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,113.3,5032.25,0,25-48,0,1.8803964353035332,0.8924118627510571
266,Female,0,1,1,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,88.1,5526.75,0,49-72,0,1.988403177929254,-0.1803297775520904
267,Male,0,0,0,50,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.9,1195.25,0,49-72,2,-0.5571990709077316,-1.456302157976916
